Bait	Prey	PreyGene.x	Spec	SpecSum	AvgSpec	NumReplicates.x	ctrlCounts	AvgP.x	MaxP.x	TopoAvgP.x	TopoMaxP.x	SaintScore.x	logOddsScore	FoldChange.x	BFDR.x	boosted_by.x
HDAC2	O43920	NDUS5_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	O60292	SI1L3_HUMAN	0|0|0|0	0	0.0	4	1|1|0|0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.29	
HDAC2	O60869	EDF1_HUMAN	0|0|1|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	O75152	ZC11A_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	O75306	NDUS2_HUMAN	1|1|0|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	O75348	VATG1_HUMAN	0|0|1|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	O75494	SRS10_HUMAN	1|1|1|2	5	1.25	4	4|3|2|2	0.0	0.0	0.0	0.0	0.0	-6.22	0.45	0.29	
HDAC2	O75607	NPM3_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	O75964	ATP5L_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	O95159	ZFPL1_HUMAN	0|0|0|0	0	0.0	4	0|0|0|1	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.29	
HDAC2	O95363	SYFM_HUMAN	0|0|0|1	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	O95425	SVIL_HUMAN	7|3|5|3	18	4.5	4	12|7|4|6	0.0	0.0	0.0	0.0	0.0	-19.85	0.62	0.29	
HDAC2	O95470	SGPL1_HUMAN	1|1|1|1	4	1.0	4	0|0|1|0	0.0	0.0	0.0	0.0	0.0	2.97	4.0	0.29	
HDAC2	O95716	RAB3D_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	O95926	SYF2_HUMAN	1|0|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	O96028	NSD2_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	P00387	NB5R3_HUMAN	1|0|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P00403	COX2_HUMAN	0|1|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P00738	HPT_HUMAN	1|1|1|1	4	1.0	4	1|1|0|0	0.0	0.0	0.0	0.0	0.0	2.07	2.0	0.29	
HDAC2	P00966	ASSY_HUMAN	0|1|1|1	3	0.75	4	1|2|1|0	0.0	0.0	0.0	0.0	0.0	-1.13	0.75	0.29	
HDAC2	P01780	HV307_HUMAN	1|0|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	P02794	FRIH_HUMAN	0|0|0|0	0	0.0	4	2|2|1|1	0.0	0.0	0.0	0.0	0.0	-3.34	0.0	0.29	
HDAC2	P04083	ANXA1_HUMAN	0|0|0|0	0	0.0	4	2|3|2|2	0.0	0.0	0.0	0.0	0.0	-6.45	0.0	0.29	
HDAC2	P04259	K2C6B_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P04439	HLAA_HUMAN	1|0|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P05026	AT1B1_HUMAN	1|0|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P05198	IF2A_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P05204	HMGN2_HUMAN	0|0|1|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P07900	HS90A_HUMAN	0|0|0|1	1	0.25	4	1|0|1|1	0.0	0.0	0.0	0.0	0.0	-0.44	0.33	0.29	
HDAC2	P07947	YES_HUMAN	0|1|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	P08133	ANXA6_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P08754	GNAI3_HUMAN	1|1|1|0	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	P09012	SNRPA_HUMAN	1|0|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P09234	RU1C_HUMAN	1|1|0|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	P09429	HMGB1_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P09493	TPM1_HUMAN	8|5|6|9	28	7.0	4	14|7|13|6	0.0	0.0	0.0	0.0	0.0	-26.62	0.7	0.29	
HDAC2	P09884	DPOLA_HUMAN	1|1|0|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P0C0L4	CO4A_HUMAN	0|0|0|0	0	0.0	4	0|1|1|0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.29	
HDAC2	P0CF74	IGLC6_HUMAN	0|0|0|0	0	0.0	4	1|1|1|1	0.0	0.0	0.0	0.0	0.0	-1.13	0.0	0.29	
HDAC2	P11182	ODB2_HUMAN	0|0|0|0	0	0.0	4	3|3|3|2	0.0	0.0	0.0	0.0	0.0	-8.64	0.0	0.29	
HDAC2	P11279	LAMP1_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P12004	PCNA_HUMAN	1|1|0|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P12235	ADT1_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P12694	ODBA_HUMAN	0|1|0|1	2	0.5	4	0|0|0|1	0.0	0.0	0.0	0.0	0.0	1.36	2.0	0.29	
HDAC2	P13073	COX41_HUMAN	1|1|0|1	3	0.75	4	1|0|0|1	0.0	0.0	0.0	0.0	0.0	0.46	1.5	0.29	
HDAC2	P14625	ENPL_HUMAN	0|1|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P15311	EZRI_HUMAN	0|0|0|0	0	0.0	4	1|1|1|0	0.0	0.0	0.0	0.0	0.0	-0.44	0.0	0.29	
HDAC2	P15924	DESP_HUMAN	53|36|26|27	142	35.5	4	85|71|79|76	0.0	0.0	0.0	0.0	0.0	-255.79	0.46	0.29	
HDAC2	P16520	GBB3_HUMAN	0|0|0|1	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P17096	HMGA1_HUMAN	0|1|1|0	2	0.5	4	0|0|1|0	0.0	0.0	0.0	0.0	0.0	1.36	2.0	0.29	
HDAC2	P17980	PRS6A_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	P19474	RO52_HUMAN	17|14|15|21	67	16.75	4	22|25|23|23	0.0	0.0	0.0	0.0	0.0	-61.08	0.72	0.29	
HDAC2	P21964	COMT_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P26196	DDX6_HUMAN	1|1|0|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P28066	PSA5_HUMAN	0|1|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	P29375	KDM5A_HUMAN	1|1|1|0	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	P29965	CD40L_HUMAN	0|0|1|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P31946	1433B_HUMAN	1|1|1|1	4	1.0	4	1|0|1|1	0.0	0.0	0.0	0.0	0.0	1.17	1.33	0.29	
HDAC2	P32320	CDD_HUMAN	0|0|0|0	0	0.0	4	0|0|0|1	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.29	
HDAC2	P35030	TRY3_HUMAN	0|0|0|0	0	0.0	4	1|1|1|1	0.0	0.0	0.0	0.0	0.0	-1.13	0.0	0.29	
HDAC2	P35579	MYH9_HUMAN	244|206|200|209	859	214.75	4	304|223|252|204	0.0	0.0	0.0	0.0	0.0	-576.91	0.87	0.29	
HDAC2	P35580	MYH10_HUMAN	50|35|40|54	179	44.75	4	60|45|57|46	0.0	0.0	0.0	0.0	0.0	-132.98	0.86	0.29	
HDAC2	P40616	ARL1_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	P41091	IF2G_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	P41212	ETV6_HUMAN	0|1|0|0	1	0.25	4	2|4|3|3	0.0	0.0	0.0	0.0	0.0	-9.64	0.08	0.29	
HDAC2	P42167	LAP2B_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P42677	RS27_HUMAN	2|3|1|2	8	2.0	4	3|4|2|4	0.0	0.0	0.0	0.0	0.0	-8.18	0.62	0.29	
HDAC2	P42766	RL35_HUMAN	11|12|11|12	46	11.5	4	13|17|13|10	0.0	0.0	0.0	0.0	0.0	-28.5	0.87	0.29	
HDAC2	P43003	EAA1_HUMAN	1|0|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	P49006	MRP_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	P49450	CENPA_HUMAN	0|0|1|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P49757	NUMB_HUMAN	1|1|0|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	P49792	RBP2_HUMAN	0|0|1|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P51659	DHB4_HUMAN	0|0|0|0	0	0.0	4	1|0|0|1	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.29	
HDAC2	P51786	ZN157_HUMAN	1|0|0|1	2	0.5	4	1|0|0|0	0.0	0.0	0.0	0.0	0.0	1.36	2.0	0.29	
HDAC2	P55036	PSMD4_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P55072	TERA_HUMAN	0|1|0|0	1	0.25	4	0|2|1|2	0.0	0.0	0.0	0.0	0.0	-2.26	0.2	0.29	
HDAC2	P56134	ATPK_HUMAN	1|1|1|0	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	P58876	H2B1D_HUMAN	0|1|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P60059	SC61G_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P61106	RAB14_HUMAN	0|0|1|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P62269	RS18_HUMAN	28|23|29|30	110	27.5	4	30|26|28|29	0.0	0.0	0.0	0.0	0.0	-64.24	0.97	0.29	
HDAC2	P62306	RUXF_HUMAN	1|1|1|1	4	1.0	4	1|0|1|1	0.0	0.0	0.0	0.0	0.0	1.17	1.33	0.29	
HDAC2	P62854	RS26_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P62873	GBB1_HUMAN	0|0|1|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P62879	GBB2_HUMAN	0|0|0|1	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P62891	RL39_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	P62979	RS27A_HUMAN	12|12|12|12	48	12.0	4	13|15|9|11	0.0	0.0	0.0	0.0	0.0	-22.54	1.0	0.29	
HDAC2	P63000	RAC1_HUMAN	0|1|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P67812	SC11A_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	P67936	TPM4_HUMAN	1|1|1|1	4	1.0	4	3|2|3|1	0.0	0.0	0.0	0.0	0.0	-4.24	0.44	0.29	
HDAC2	P82912	RT11_HUMAN	1|0|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P83881	RL36A_HUMAN	1|1|1|1	4	1.0	4	1|1|1|0	0.0	0.0	0.0	0.0	0.0	1.17	1.33	0.29	
HDAC2	P84085	ARF5_HUMAN	1|1|0|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	P98175	RBM10_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q00587	BORG5_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q02447	SP3_HUMAN	1|0|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q02880	TOP2B_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q03001	DYST_HUMAN	0|1|1|0	2	0.5	4	1|1|1|1	0.0	0.0	0.0	0.0	0.0	-1.13	0.5	0.29	
HDAC2	Q03164	KMT2A_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q03468	ERCC6_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q03518	TAP1_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q04837	SSBP_HUMAN	1|1|1|1	4	1.0	4	1|1|1|1	0.0	0.0	0.0	0.0	0.0	0.27	1.0	0.29	
HDAC2	Q07021	C1QBP_HUMAN	0|0|0|1	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q08379	GOGA2_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q08945	SSRP1_HUMAN	1|1|0|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q10570	CPSF1_HUMAN	0|0|1|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q12874	SF3A3_HUMAN	1|1|0|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q13115	DUS4_HUMAN	1|0|0|0	1	0.25	4	1|1|1|1	0.0	0.0	0.0	0.0	0.0	-1.13	0.25	0.29	
HDAC2	Q13393	PLD1_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q13405	RM49_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q13427	PPIG_HUMAN	0|1|1|0	2	0.5	4	1|0|0|0	0.0	0.0	0.0	0.0	0.0	1.36	2.0	0.29	
HDAC2	Q13526	PIN1_HUMAN	0|0|1|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q13555	KCC2G_HUMAN	1|1|0|0	2	0.5	4	2|0|1|0	0.0	0.0	0.0	0.0	0.0	-0.44	0.67	0.29	
HDAC2	Q13761	RUNX3_HUMAN	0|0|1|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q13885	TBB2A_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q13948	CASP_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q14004	CDK13_HUMAN	1|1|0|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q14103	HNRPD_HUMAN	1|1|1|1	4	1.0	4	0|0|0|1	0.0	0.0	0.0	0.0	0.0	2.97	4.0	0.29	
HDAC2	Q14186	TFDP1_HUMAN	0|1|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q14192	FHL2_HUMAN	0|1|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q14247	SRC8_HUMAN	0|0|1|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q14802	FXYD3_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q14978	NOLC1_HUMAN	1|1|1|0	3	0.75	4	0|1|1|1	0.0	0.0	0.0	0.0	0.0	-0.44	1.0	0.29	
HDAC2	Q15027	ACAP1_HUMAN	0|0|1|1	2	0.5	4	1|1|1|1	0.0	0.0	0.0	0.0	0.0	-1.13	0.5	0.29	
HDAC2	Q15154	PCM1_HUMAN	0|0|0|0	0	0.0	4	27|24|23|23	0.0	0.0	0.0	0.0	0.0	-104.25	0.0	0.29	
HDAC2	Q15287	RNPS1_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q15369	ELOC_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q15599	NHRF2_HUMAN	1|0|1|0	2	0.5	4	0|0|1|0	0.0	0.0	0.0	0.0	0.0	1.36	2.0	0.29	
HDAC2	Q15637	SF01_HUMAN	1|1|0|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q16718	NDUA5_HUMAN	1|1|0|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q53HL2	BOREA_HUMAN	1|0|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q562R1	ACTBL_HUMAN	0|0|1|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q5T3I0	GPTC4_HUMAN	0|1|1|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q69YQ0	CYTSA_HUMAN	1|1|1|2	5	1.25	4	7|1|3|1	0.0	0.0	0.0	0.0	0.0	-6.75	0.42	0.29	
HDAC2	Q6NUJ5	PWP2B_HUMAN	1|0|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q6NZI2	CAVN1_HUMAN	1|1|2|2	6	1.5	4	5|7|4|5	0.0	0.0	0.0	0.0	0.0	-16.46	0.29	0.29	
HDAC2	Q6UWP8	SBSN_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q71UM5	RS27L_HUMAN	1|0|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q7L5N7	PCAT2_HUMAN	1|0|1|1	3	0.75	4	1|1|1|1	0.0	0.0	0.0	0.0	0.0	-1.13	0.75	0.29	
HDAC2	Q7RTV0	PHF5A_HUMAN	0|1|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q7Z406	MYH14_HUMAN	81|56|58|80	275	68.75	4	103|73|78|74	0.0	0.0	0.0	0.0	0.0	-209.29	0.84	0.29	
HDAC2	Q86UP2	KTN1_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q86UQ4	ABCAD_HUMAN	0|0|0|0	0	0.0	4	3|0|0|0	0.0	0.0	0.0	0.0	0.0	-0.68	0.0	0.29	
HDAC2	Q86VM9	ZCH18_HUMAN	1|0|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q86WX3	AROS_HUMAN	0|1|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q8IW50	F219A_HUMAN	1|0|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q8IZQ5	SELH_HUMAN	1|0|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q8N163	CCAR2_HUMAN	0|1|0|1	2	0.5	4	1|0|0|0	0.0	0.0	0.0	0.0	0.0	1.36	2.0	0.29	
HDAC2	Q8N9Q2	SR1IP_HUMAN	1|2|2|1	6	1.5	4	3|2|2|2	0.0	0.0	0.0	0.0	0.0	-4.24	0.67	0.29	
HDAC2	Q8NAV1	PR38A_HUMAN	0|0|1|1	2	0.5	4	0|2|2|0	0.0	0.0	0.0	0.0	0.0	-1.1	0.5	0.29	
HDAC2	Q8NI27	THOC2_HUMAN	0|0|0|1	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q8TA86	RP9_HUMAN	4|3|3|2	12	3.0	4	5|4|8|4	0.0	0.0	0.0	0.0	0.0	-14.08	0.57	0.29	
HDAC2	Q8TCJ2	STT3B_HUMAN	1|1|0|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q8TDM6	DLG5_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q8WVM0	TFB1M_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q92526	TCPW_HUMAN	0|0|1|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q92925	SMRD2_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q96C19	EFHD2_HUMAN	0|0|1|0	1	0.25	4	4|1|2|0	0.0	0.0	0.0	0.0	0.0	-4.34	0.14	0.29	
HDAC2	Q96EU6	RRP36_HUMAN	0|1|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q96EY1	DNJA3_HUMAN	0|1|0|0	1	0.25	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	2.5	0.29	
HDAC2	Q96LT9	RNPC3_HUMAN	0|1|0|0	1	0.25	4	1|1|0|0	0.0	0.0	0.0	0.0	0.0	0.46	0.5	0.29	
HDAC2	Q96MU7	YTDC1_HUMAN	0|1|1|1	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q96N67	DOCK7_HUMAN	0|1|0|1	2	0.5	4	1|0|0|1	0.0	0.0	0.0	0.0	0.0	0.46	1.0	0.29	
HDAC2	Q96PZ2	F111A_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q96QD9	UIF_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q96TA2	YMEL1_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q99590	SCAFB_HUMAN	1|1|1|0	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q99877	H2B1N_HUMAN	1|1|1|0	3	0.75	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	7.5	0.29	
HDAC2	Q9BQ04	RBM4B_HUMAN	1|1|1|1	4	1.0	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	4.41	10.0	0.29	
HDAC2	Q9BQ70	TCF25_HUMAN	1|0|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q9BQC6	RT63_HUMAN	1|1|1|0	3	0.75	4	0|0|0|1	0.0	0.0	0.0	0.0	0.0	1.36	3.0	0.29	
HDAC2	Q9BR76	COR1B_HUMAN	0|1|0|1	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
HDAC2	Q9BRP0	OVOL2_HUMAN	1|1|0|0	2	0.5	4	0|0|0|0	0.0	0.0	0.0	0.0	0.0	1.9	5.0	0.29	
